spec	long	lat	
gigantea	-43.510278	-19.247222	
gigantea	-43.492778	-19.273889	
gigantea	-43.502500	-19.277222	
gigantea	-43.480000 	-19.301944	
gigantea	-43.510472	-19.247222	
gigantea	-43.522181 	-19.259206	
giulietiiae	-43.913656	-18.316322	
giulietiiae	-43.712133	-18.269675	
giulietiiae	-43.914692	-18.316567	
giulietiiae	-43.746336	-18.294036	
giulietiiae	-43.880511	-18.596614	
giulietiiae	-43.896411	-18.589069	
giulietiiae	-43.880167	-18.596667	
giulietiiae	-43.873361	-18.598278	
giulietiiae	-43.488925	-18.575336	
glabra	-43.480833	-18.808611	
glabra	-43.4	-18.87	
glabra	-43.433611	-18.893889	
glabra	-43.737222	-18.870000	
glabra	-43.333056 	-18.293889	
glabra	-43.550000	-18.300000	
glabra	-43.748611	-18.255278	
glabra	-43.7215	-18.4293	
glabra	-43.486631 	-19.360233	
glabra	-43.432222	-20.197222	
glabra	-43.432222 	-20.197222	
glabra	-43.499722 	-19.220278	
glabra	-43.510833	-19.248889	
glabra	-43.760603	-19.000502	
glabra	-43.790177	-18.920175	
glabra	-43.708056	-19.046389	
glabra	-43.554488	-19.288549	
glabra	-43.550833	-18.553889	
glauca	-41.85	-13.316667	
glauca	-41.883333	-13.266667	
glauca	-41.88	-13.27	
glauca	-42.733333	-11.083333	
glauca	-41.7833333	-13.55	
glauca	-48.881111	-15.779722	
glauca	-47.258012	-13.779535	
glauca	-47.5333	-14.79038	
glauca	-47.5333	-14.88076	
glauca	-47.516667	-14.116667	
glauca	-47.5167	-13.93593	
glauca	-47.598611	-14.182778	
glauca	-47.825358	-14.167211	
glauca	-47.498889	-13.966944	
glauca	-47.32	-13.87	
glauca	-48	-13.38111	
glauca	-48.8086	-15.78805	
glauca	-50.033333	-15.95	
glauca	-50.03333	-15.95	
glauca	-50.03	-15.95	
glauca	-51.77	-17.32	
glauca	-51.77	-17.3	
glauca	-48.96667	-14.56667	
glauca	-48.38333	-14.3	
glauca	-48.38	-14.3	
glauca	-48.65222	-14.23528	
glauca	-48.846111	-15.806666	
glauca	-46.37	-14.13	
glauca	-48.27417	-16.09417	
glauca	-47.5	-14.5	
glauca	-46.258889	-20.645	
glauca	-46.258889 	-20.645000	
glauca	-42.900833	-16.566667	
glauca	-42.891056	-16.546694	
glauca	-42.91	-16.596667	
glauca	-42.910000 	-16.580000	
glauca	-42.910000	-16.596667	
glauca	-47.433333	-19.85	
glauca	-47.277222	-20.157778	
glauca	-47.273056	-20.164444	
glauca	-48.52	-8.93	
glauca	-47.700000	-11.680000	
glauca	-47.701667	-11.693889	
goiasensis	-47.516667	-14.116667	
goiasensis	-48.10278	-13.61861	
goiasensis	-47.32	-13.87	
goiasensis	-47.2647	-13.7764	
goiasensis	-46.597778	-10.596472	
graminea	-43.433611	-19.885556	
graminea	-44.059258	-20.118519	
graminea	-44.003086	-20.079783	
graminea	-44.216667	-20.133333	
graminea	-44.141975	-20.160572	
graminea	-44.15355	-20.101853	
graminea	-43.672222	-20.015	
graminea	-43.431667	-18.907222	
graminea	-43.905833	-20.445833	
graminea	-43.681328	-20.237114	
graminea	-43.902778	-20.28	
graminea	-44.429167	-20.400833	
graminea	-43.432222	-20.197222	
graminea	-43.414444	-20.3525	
graminea	-43.436667	-20.153611	
graminea	-43.415556	-20.159167	
graminea	-43.969908	-20.374461	
graminea	-44.00675	-20.058333	
graminea	-43.983611	-20.093056	
graminea	-43.970386	-20.119969	
graminea	-43.972747	-20.136319	
graminea	-43.716667	-20.483333	
graminea	-43.619028	-20.486000	
graminea	-43.697500	-20.487778	
graminea	-43.627778	-20.506667	
graminea	-43.508056	-20.2875	
graminea	-43.592222	-20.477500	
graminea	-43.520028	-20.439361	
graminea	-43.523056	-20.462500	
graminea	-43.887564	-20.736958	
grao-mogolensis	-42.910000 	-16.896667	
grao-mogolensis	-42.916667 	-16.600000	
grao-mogolensis	-42.933333	-16.616667	
grao-mogolensis	-42.918922	-16.591711	
grao-mogolensis	-42.997567	-16.568767	
grao-mogolensis	-42.912900 	-16.594653	
grao-mogolensis	-42.914542	-16.594306	
grao-mogolensis	-42.901583	-16.592883	
grao-mogolensis	-42.910000	-16.596667	
hatschbachii	-43.557500 	-18.042500	
hatschbachii	-43.504028	-18.143944	
hatschbachii	-43.557494 	-18.039856	
hatschbachii	-43.557500	-18.042500	
hatschbachii	-43.513664 	-18.118431	
hatschbachii	-43.503889 	-18.143889	
hatschbachii	-43.513664	-18.118431	
hatschbachii	-43.3014	-18.0838	
hatschbachii	-43.344722 	-18.089722	
hemisphaerica	-41.7875	-13.281667	
hemisphaerica	-41.900000 	 -13.250000	
hemisphaerica	-41.787500 	 -13.281667	
hemisphaerica	-41.385000 	 -13.584167	
hemisphaerica	-42.2	-13.983333	
hemisphaerica	-41.266667	-13.216667	
hemisphaerica	-41.216667 	 -13.383333	
hemisphaerica	-40.5116667	-11.1811111	
hemisphaerica	-40.510278	-11.171111	
hemisphaerica	-40.508056	-11.189444	
hemisphaerica	-40.508889 	 -11.171111	
hemisphaerica	-40.510278 	 -11.171111	
hemisphaerica	-40.508056 	 -11.189444	
hemisphaerica	-41.033333 	 -12.033333	
hemisphaerica	-41.333333	-12.333333	
hemisphaerica	-41.559167	-13.6425	
hemisphaerica	-41.277778	-12.951389	
hemisphaerica	-41.333333	-12.983333	
hemisphaerica	-41.4777777778	-12.4602777778	
hemisphaerica	-41.470833	-12.455556	
hemisphaerica	-41.466667	-12.45	
hemisphaerica	-41.471964	-12.459147	
hemisphaerica	-41.633333	-12.45	
hemisphaerica	-41.467778 	 -12.456944	
hemisphaerica	-41.470833 	 -12.450556	
hemisphaerica	-41.9039	-13.0344	
hemisphaerica	-41.83	-13.13	
hemisphaerica	-41.891389	-13.048333	
hemisphaerica	-41.833333	-13.133333	
hemisphaerica	-41.903889	-13.034444	
hemisphaerica	-41.765000 	 -13.151111	
hemisphaerica	-41.903889 	 -13.034444	
hemisphaerica	-41.891389 	 -13.048333	
hemisphaerica	-41.083333 	 -13.133333	
hemisphaerica	-40.448611	-10.900556	
hirsuta	-42.516667	-14.25	
hirsuta	-42.526111	-14.266667	
hirsuta	-42.5242	-14.2603	
hirsuta	-42.531389	-14.279167	
hirsuta	-42.53139	-14.27917	
hirsuta	-42.537222	-14.358889	
hirsuta	-42.466667	-14.066667	
hirsuta	-42.538333	-14.350556	
hirsuta	-42.538333	-14.350833	
hirsuta	-41.968889	-15.135	
hirsuta	-42.515833	-14.897778	
hirsuta	-43.0106	-16.8722	
hirsuta	-43.059444	-16.765	
hirsuta	-42.991389	-16.902222	
hirsuta	-42.991306	-16.902139	
hirsuta	-42.889167	-16.654722	
hirsuta	-43.6556	-18.4458	
hirsuta	-43.59189	-18.57269	
hirsuta	-43.12	-16.67	
hirsuta	-42.06225	-15.44506	
hirsuta	-43.345	-17.000444	
hirsuta	-43.340722	-17.015889	
hirsuta	-43.53744	-16.96369	
hirsuta	-43.3089	-17.0647	
hirsuta	-43.309722	-17.080556	
hirsuta	-44.296389	-17.703333	
hirsuta	-42.77539	-15.38703	
hirsuta	-42.711944	-16.031667	
hirsuta	-42.702778	-16.010611	
hirsuta	-43.0594	-18.1422	
hirsuta	-43.751673	-18.925948	
hirsuta	-43.784586	-18.965774	
intermedia	-44.239722	-17.924722	
intermedia	-44.250000	-17.883333	
intermedia	-44.25	-17.88	
intermedia	-43.750000	-18.283333	
intermedia	-43.738333	-18.295000	
intermedia	-43.511806	-18.254667	
intermedia	-43.887444	-21.703694	
intermedia	-43.899417	-21.700583	
intermedia	-44.01	-20.334722	
intermedia	-46.856036	-20.812208	
intermedia	-43.58	-19.17	
intermedia	-43.343333	-18.122333	
intermedia	-43.371306 	-18.201611	
intermedia	-43.343333 	-18.122333	
jolyi	-41.26667	-12.95	
jolyi	-41.35	-12.98333	
jolyi	-41.3833333	-13	
jolyi	-41.45	-13.58	
jolyi	-41.48	-12.6	
jolyi	-41.33	-12.8	
jolyi	-41.316667	-12.8	
jolyi	-41.341111	-12.804167	
jolyi	-41.344167	-12.8025	
jolyi	-41.326667	-12.807222	
jolyi	-41.483333	-12.616667	
jolyi	-41.333333	-12.7	
jolyi	-41.478056 	 -12.601944	
jolyi	-41.4781	-12.6019	
jolyi	-41.2666666667	-12.95	
jolyi	-41.3707777778	-13.0013888889	
jolyi	-41.340833	-12.988333	
jolyi	-41.333333	-12.95	
jolyi	-41.35	-12.983333	
jolyi	-41.320556	-12.957222	
jolyi	-41.3706	-13.0056	
jolyi	-41.35	-12.98	
jolyi	-41.366667	-13	
jolyi	-41.316667	-12.95	
jolyi	-41.374722	-13.006667	
jolyi	-41.566667	-13.233333	
jolyi	-41.5	-12.95	
jolyi	-41.339444	-12.988333	
jolyi	-41.278333	-12.949722	
jolyi	-41.3725	-13.013056	
jolyi	-41.277778	-12.951389	
jolyi	-41.372778	-13.013056	
jolyi	-41.4075	-12.95	
jolyi	-41.5	-12.85	
jolyi	-41.383333	-12	
jolyi	-41.378333	-13.094167	
jolyi	-41.348056	-13.130556	
jolyi	-41.377778	-13.076667	
jolyi	-41.333333	-12.983333	
jolyi	-41.45	-12.8	
jolyi	-41.376111	-13.0825	
jolyi	-41.407500 	 -12.950000	
jolyi	-41.320556 	 -12.957222	
jolyi	-41.350000 	 -12.983333	
jolyi	-41.351944 	 -12.982778	
jolyi	-41.348056 	 -13.118056	
jolyi	-41.320833 	 -12.950833	
jolyi	-41.367778 	 -13.076667	
jolyi	-41.340833 	 -12.988333	
jolyi	-41.278333 	 -12.949722	
jolyi	-41.372778 	 -13.013056	
jolyi	-41.481111	-12.606667	
jolyi	-41.450000 	 -13.583333	
jolyi	-41.483333 	 -12.600000	
marcescens	-43.0106	-16.8722	
marcescens	-42.991389	-16.899444	
marcescens	-43.033333	 -17.066667	
marcescens	-42.927778	-16.724722	
marcescens	-42.917778	-16.724722	
marcescens	-42.963333	 -16.595000	
marcescens	-42.963333	-16.595	
marcescens	-42.966667	-16.583333	
marcescens	-42.950000	 -16.583333	
marcescens	-42.916667	-16.533333	
marcescens	-42.900000	-16.551111	
marcescens	-42.966667	-16.600000	
marcescens	-43.33	-17.07	
marcescens	-43.333333	-17.066667	
marcescens	-44.261389	-17.748056	
maxillarioides	-43.083333 	-17.000000	
maxillarioides	-42.908333 	-16.566667	
maxillarioides	-42.900833 	-16.566667	
maxillarioides	-42.883333 	-16.550000	
maxillarioides	-42.890000 	-16.581667	
maxillarioides	-43.345	-17.000444	
maxillarioides	-43.340722	-17.015889	
maxillarioides	-43.300000 	 -17.066667	
maxillarioides	-43.3	-17.07	
maxillarioides	-43.334444 	-16.985000	
maxillarioides	-43.340556 	-17.015833	
metzgerae	-43.816667	-18.083333	
metzgerae	-43.816667	-18.833333	
metzgerae	-43.653611	-18.248333	
metzgerae	-43.664017	-18.254956	
metzgerae	-43.686272	-18.268333	
metzgerae	-43.911911	-20.108633	
metzgerae	-43.74844	-18.918667	
metzgerae	-43.755227	-18.967377	
metzgerae	-43.717222	-19.033056	
metzgerae	-43.72	-19.025833	
metzgerae	-43.559233	-19.290956	
metzgerae	-43.580378	-19.285128	
metzgerae	-43.550881	-19.275556	
metzgerae	-43.545911	-19.265256	
metzgerae	-43.487831	-18.468147	
metzgerae	-43.552164	-19.279858	
metzgerae	-43.555272	-19.287981	
minima	-43.391111	-19.016389	
minima	-43.431667	-18.907222	
minima	-43.621944	-19.048611	
minima	-43.477778	-18.924444	
minima	-43.623056	-18.188611	
minima	-43.6003	-18.2494	
minima	-43.615833	-18.007222	
minima	-43.88333	-18.3	
minima	-43.7	-18.27	
minima	-43.72	-18.15	
minima	-43.666667	-18.25	
minima	-43.515833	-18.258056	
minima	-43.705	-18.1822	
minima	-43.6230506897	-18.1886081696	
minima	-48.621111	-18.186667	
minima	-43.6	-18.233333	
minima	-43.7833	-18.0833	
minima	-43.138056	-18.115278	
minima	-43.7	-18.38	
minima	-43.915	-18.523889	
minima	-43.305	-19.400556	
minima	-43.7447	-19.5136	
minima	-43.0092	-18.2936	
minima	-43.76023	-18.939348	
minima	-43.763056	-19	
minima	-43.789956	-18.924056	
minima	-43.5069	-19.2319	
minima	-43.3792	-18.6047	
nanuzae	-43.414467	-19.419589	
nanuzae	-43.550278	-19.258889	
nanuzae	-43.805217	-18.911882	
nanuzae	-43.758762	-19.00585	
nanuzae	-43.728611	-19.0425	
nanuzae	-43.5505	-19.258972	
nanuzae	-43.594567	-19.289311	
nanuzae	-43.538953	-19.254433	
nanuzae	-43.505714	-19.209597	
nanuzae	-43.550531	-19.257425	
nanuzae	-43.603467	-19.315319	
nanuzae	-43.550544	-19.256483	
nanuzae	-43.605781	-19.264031	
nanuzae	-43.579008	-19.288061	
nivea	-43.582022	-19.279147	
nivea	-43.625219	-18.190094	
nivea	-43.066667	-18.250000	
nivea	-43.666667	-18.25	
nivea	-43.613494	-18.150617	
nivea	-43.550275	-18.273453	
nivea	-43.626664	-18.191317	
nivea	-43.734936	-18.367086	
nivea	-43.880447	-18.581381	
nivea	-43.993383	-19.471028	
nivea	-43.516667	-19.25	
nivea	-43.516667 	-19.250000	
nivea	-43.388636	-19.219678	
nivea	-43.046164	-18.131428	
nivea	-43.784586	-18.965774	
nivea	-43.554778	-19.336944	
nivea	-43.551408	-19.283053	
nivea	-43.511564	-19.163814	
nivea	-43.595572	-19.289014	
nivea	-43.603047 	-19.301064	
nivea	-43.569997	-19.291936	
nivea	-43.605556	-19.264194	
nivea	-43.601642	-19.292517	
nivea	-46.523306	-20.299972	
obtecta	-46.883333	-18.733333	
obtecta	-46.8833333333	-18.7333333333	
obtecta	-47.433333	-19.85	
obtecta	-46.907689	-20.144339	
obtecta	-46.912506	-20.142056	
obtecta	-46.416175	-20.254317	
obtecta	-46.915139 	-20.129944	
obtecta	-47.273056	-20.164444	
obtecta	-47.273056	-20.164722	
obtecta	-47.2730555556	-20.1644444444	
ornata	-43.4708	-18.0717	
ornata	-43.484689	-18.103919	
ornata	-43.6003	-18.2494	
ornata	-43.5308	-17.5539	
ornata	-43.590375	-18.201844	
ornata	-43.531508	-18.275928	
ornata	-43.532644	-18.110703	
ornata	-43.525756	-18.181756	
ornata	-43.596594	-18.166383	
ornata	-43.6280555556	-18.1408333333	
ornata	-43.3741	-18.0827	
patens	-43.4	-18.87	
patens	-43.445019	-19.073047	
patens	-43.548292	-19.075831	
patens	-43.529489	-19.259567	
patens	-43.549103	-19.076189	
patens	-43.7833	-18.0833	
patens	-43.743561	-18.922936	
patens	-43.506944	-19.231944	
patens	-43.704722	-19.025	
patens	-43.550833 	-19.257222	
patens	-43.551856	-19.282486	
patens	-43.511694	-19.164175	
patens	-43.503189	-19.205408	
patens	-43.532181	-19.254178	
patens	-43.532469	-19.259258	
patens	-43.539272	-19.254736	
patens	-43.512053	-19.172000	
patens	-43.532111	-19.256383	
patens	-43.512094	-19.163931	
patens	-43.501250	-19.211464	
patens	-43.511756	-19.163511	
patens	-43.536986	-19.259319	
patens	-43.5508333333	-19.2573611111	
patens	-43.552261	-19.280033	
patens	-43.500625	-19.197086	
patens	-43.589556	-19.286267	
peripherica	-46.416111 	-20.251667	
peripherica	-46.401111	-20.266389	
peripherica	-46.416111	-20.266389	
peripherica	-46.559668	-20.169939	
peripherica	-47.273056	-20.164444	
plicata	-43.288056	-13.072778	
plicata	-40.084167	-12.501667	
plicata	-40.129	-10.2296666666667	
plicata	-39.854167	-12.869722	
plicata	-39.33975	-10.4376388888889	
plicata	-42.908611	-12.339722	
plicata	-39.521667	-12.769167	
plicata	-41.245556	-10.229667	
plicata	-40.98525	-18.569278	
plicata	-40.647778	-19.023056	
plicata	-40.665556	-18.977778	
plicata	-40.798611	-18.944167	
plicata	-40.6625	-18.985	
plicata	-41.209722	-21.340278	
plicata	-40.838889	-19.491389	
plicata	-40.890833	-18.755	
plicata	-40.630278	-19.539444	
plicata	-40.679167	-19.397222	
plicata	-40.659167	-20.363333	
plicata	-40.46859	-20.65663	
plicata	-40.855556	-19.802222	
plicata	-40.199825	-18.886696	
plicata	-40.189722	-18.905	
plicata	-41.992222	-21.465556	
plicata	-41.554944	-20.945083	
plicata	-40.614	-19.842361	
plicata	-40.681389	-19.805556	
plicata	-40.601944	-19.906111	
plicata	-40.739444	-19.760833	
plicata	-40.6875	-19.757222	
plicata	-40.307756	-20.277988	
plicata	-40.304444	-20.276667	
plicata	-40.304167	-20.276667	
plicata	-40.301546	-20.299876	
plicata	-40.3375	-20.319722	
plicata	-42.483333	-20.716667	
plicata	-42	-20.733333	
plicata	-43.240528	-19.548642	
plicata	-53.859722	-15.215	
plicata	-41.260944	-17.855972	
plicata	-37.228417	-7.876528	
plicata	-37.2284166666667	-7.87652777777778	
plicata	-35.893778	-7.469361	
plicata	-36.8975	-7.470833	
plicata	-36.890083	-7.47625	
plicata	-36.889722	-7.476389	
plicata	-36.89	-7.476389	
plicata	-38.868056	-8.316667	
plicata	-39.216528	-8.303	
plicata	-39.1873888888889	-8.41552777777778	
plicata	-39.2165277777778	-8.303	
plicata	-39.479139	-8.126333	
plicata	-36.7379666666667	-8.39226944444444	
plicata	-39.4791388888889	-8.12633333333333	
plicata	-38.555528	-7.822722	
plicata	-38.0560555555556	-7.82283333333333	
plicata	-38.0555277777778	-7.82272222222222	
plicata	-43.4894166666667	-9.22008333333333	
punctulata	-40.5	-11.25	
punctulata	-41.344444	-12.801667	
punctulata	-40.249972	-10.257528	
punctulata	-40.5116667	-11.1811111	
punctulata	-40.494444	-11.1725	
punctulata	-40.5181	-11.1808	
punctulata	-40.51667	-11.18333	
punctulata	-40.507222	-11.195833	
punctulata	-46.666667	-11.083333	
punctulata	-40.508056 	 -11.189444	
punctulata	-46.066667 	 -11.083333	
punctulata	-40.508889 	 -11.171111	
punctulata	-40.516667 	 -11.016667	
punctulata	-40.516667 	 -11.183333	
punctulata	-41.45	-12.45	
punctulata	-41.3897	-12.5633	
punctulata	-41.391667	-12.608333	
punctulata	-41.393056 	 -12.596667	
punctulata	-41.440278 	 -12.459722	
punctulata	-41.366667 	 -12.466667	
punctulata	-41.450000 	 -12.456944	
punctulata	-41.15	-11.551111	
punctulata	-41.001389	-11.635833	
punctulata	-41.000000 	 -11.628056	
punctulata	-41.371944	-13.001389	
punctulata	-41.3	-12.683333	
punctulata	-41.350000 	 -12.983333	
punctulata	-41.342222 	 -12.974722	
punctulata	-41.278333 	 -12.949722	
punctulata	-41.343056 	 -12.977500	
punctulata	-41.033333 	 -12.950000	
punctulata	-41.5194	-12.4388	
punctulata	-41.5589	-12.5292	
punctulata	-41.466667 	 -12.450000	
punctulata	-41.95	-13.533333	
punctulata	-39.533333	-12.75	
punctulata	-41.333333	-10.366667	
religiosa	-41.765000 	-13.151111	
resinosa	-43.983333	-20.016667	
resinosa	-43.450833	-20.133333	
resinosa	-48.621111	-18.186667	
resinosa	-43.6003	-18.2494	
resinosa	-43.519167	-18.282778	
resinosa	-43.626667	-18.19	
resinosa	-43.288022	-19.404669	
resinosa	-43.306519	-19.411436	
resinosa	-43.970556 	-20.284514	
resinosa	-43.789205	-18.908396	
resinosa	-43.728611	-19.0425	
resinosa	-43.341944	-18.084167	
resinosa	-43.339722	-18.232500	
resinosa	-43.339722 	-18.232500	
resinosa	-43.52	-18.6	
resinosa	-43.3919444	-18.43185	
seubertiana	-41.353333 	 -12.990833	
seubertiana	-41.468056 	 -12.454722	
seubertiana	-41.487222 	 -12.437222	
seubertiana	-41.351944 	 -12.982778	
seubertiana	-41.033333 	 -12.950000	
spiralis	-42.8905	-16.540944	
spiralis	-42.929203	-16.538814	
spiralis	-42.904675	-16.549475	
spiralis	-42.912500	-16.549167	
spiralis	-42.914922 	-16.567639	
spiralis	-42.917525	-16.542361	
spiralis	-42.9	-16.5511111111	
spiralis	-42.781944	-16.119722	
spiralis	-42.781667	-16.116667	
spiralis	-42.781944 	-16.119722	
spiralis	-42.781667 	-16.116667	
stenocarpa	-43.013056 	-16.916667	
stenocarpa	-43.032778 	-16.853611	
stenocarpa	-44.1131	-17.4229	
stenocarpa	-44.13	-17.57	
stenocarpa	-42.98155	-16.6439	
stenocarpa	-44.191667 	-17.708056	
stenocarpa	-44.184167 	-17.708056	
stenocarpa	-44.191944	-17.708056	
stenocarpa	-44.283333 	-17.716667	
stenocarpa	-44.191722 	-17.708083	
stenocarpa	-44.233333	-17.7	
stenocarpa	-44.193611 	-17.693611	
stenocarpa	-44.193611 	-17.706389	
stenocarpa	-44.1917	-17.7081	
stenocarpa	-44.23	-17.7	
stenocarpa	-44.1936	-17.6936	
stipitata	-43.544722	-18.180056	
stipitata	-43.7279	-18.13505	
stipitata	-43.867900	-18.310356	
stipitata	-42.400556	-15.530833	
stipitata	-42.400278	-15.530833	
stipitata	-43.762833	-19.008191	
stipitata	-43.767431	-18.996938	
stipitata	-43.75576	-19.006194	
stipitata	-43.755937	-19.005794	
stipitata	-43.545731	-19.249681	
stipitata	-43.605392	-19.264472	
stipitata	-43.550483	-19.257694	
stipitata	-43.538081	-19.254400	
strangii	-43.554858	-18.551906	
strangii	-43.700917	-18.165361	
strangii	-43.802400	-18.299533	
strangii	-43.703186	-18.215056	
strangii	-43.722139	-18.147706	
strangii	-43.793303	-18.292789	
strangii	-43.757922	-18.291622	
strangii	-43.918611	-18.310000	
strangii	-43.700908	-18.165528	
strangii	-43.832092	-18.562967	
strangii	-43.878694	-18.590433	
strangii	-43.880208 	-18.592167	
strangii	-43.882139	-18.600061	
strangii	-43.873231 	-18.579583	
strangii	-43.452836	-18.597642	
streptophylla	-43.700000	-18.150000	
streptophylla	-43.701069 	 -18.165186	
streptophylla	-43.700000 	 -18.216667	
streptophylla	-43.703875 	 -18.214447	
streptophylla	-43.718744 	 -18.156250	
streptophylla	-43.716667 	 -18.150000	
streptophylla	-43.721422 	 -18.157461	
streptophylla	-43.696478 	 -18.263711	
subscabra	-43.032778	-16.853611	
subscabra	-43.032831 	 -16.853669	
subscabra	-42.990925 	 -16.854886	
subscabra	-43.038414 	 -16.843903	
subscabra	-43.040556 	 -16.858056	
subscabra	-42.923664 	 -16.722194	
subscabra	-43.626667	-18.19	
subscabra	-43.658308 	 -18.251311	
subscabra	-42.867739 	 -16.221817	
subscabra	-42.904025 	 -16.570272	
subscabra	-42.898578 	 -16.555497	
subscabra	-42.909581 	 -16.497667	
subscabra	-42.899039 	 -16.518908	
subscabra	-43.345431 	 -17.032519	
subscabra	-44.898992 	 -21.343022	
subscabra	-44.650583 	 -21.306989	
subscabra	-40.950833	-16.326111	
subscabra	-41.090256 	 -16.339239	
subscabra	-41.089936 	 -16.337753	
subscabra	-40.951111 	 -16.328056	
subscabra	-44.270833	-17.699167	
subscabra	-44.270833 	 -17.699167	
subscabra	-44.969472 	 -21.327914	
subscabra	-42.819167 	 -15.968333	
subscabra	-43.579906 	 -19.287219	
subscabra	-44.292611 	 -21.140681	
subscabra	-42.811514 	 -15.833358	
subscabra	-43.592058 	 -18.573342	
subscabra	-44.201531 	 -21.117656	
taxifolia	-43.529677	-19.858387	
taxifolia	-43.677222	-18.9425	
taxifolia	-43.4	-18.9	
taxifolia	-43.477778 	-19.491667	
taxifolia	-43.457675 	 -19.511606	
taxifolia	-42.818889 	 -15.234083	
taxifolia	-43.752638	-18.932889	
taxifolia	-43.673889 	 -19.103056	
taxifolia	-43.609372 	 -19.306100	
taxifolia	-43.579578 	 -19.288078	
taxifolia	-43.437500 	-18.538611	
taxifolia	-43.451436 	 -18.522269	
taxifolia	-43.448206 	 -18.706375	
taxifolia	-43.437500 	 -18.538611	
tragacantha	-43.492667	-20.101681	
tragacantha	-43.4927778	-20.1263	
tragacantha	-43.918889	-20.441111	
tragacantha	-43.419167 	-20.313889	
tragacantha	-43.419167	-20.313889	
tragacantha	-43.436667	-20.153611	
tragacantha	-43.415556	-20.159167	
tragacantha	-43.948139 	-20.313056	
tragacantha	-43.526944 	-20.093333	
tragacantha	-43.691111	-20.0575	
tragacantha	-43.691111 	-20.057500	
tragacantha	-43.336450 	-19.885567	
tubiflora	-61.492222 	 -14.531667	
tubiflora	-61.498056 	 -14.539722	
tubiflora	-61.496667	-14.544722	
tubiflora	-47.45	-14.13333	
tubiflora	-47.88333	-14.21667	
tubiflora	-47.75	-14.18333	
tubiflora	-47.48333	-13.98333	
tubiflora	-47.504722	-14.173888	
tubiflora	-47.478888	-14.155833	
tubiflora	-47.848888	-13.681944	
tubiflora	-47.495	-13.944722	
tubiflora	-48.06667	-14.13333	
tubiflora	-47.61667	-14.15	
tubiflora	-50.11667	-16.05	
tubiflora	-48.28333	-13.81667	
tubiflora	-48.08694	-14.19139	
tubiflora	-63.35	0.85	
tubiflora	-63.34	0.873889	
tubiflora	-63.356111	0.865833	
tubiflora	-63.341389	0.873056	
tubiflora	-41.88	-13.27	
tubiflora	-41.8833333	-13.2666667	
tubiflora	-41.9	-13.27	
tubiflora	-41.883333 	 -13.266667	
tubiflora	-41.900000 	 -13.266667	
tubiflora	-41.903889 	 -13.034444	
tubiflora	-48.13	-16	
tubiflora	-48.05	-16.03	
tubiflora	-48.05	-16.033333	
tubiflora	-47.546935	-14.105037	
tubiflora	-47.258012	-13.779535	
tubiflora	-47.512500 	 -14.031111	
tubiflora	-47.450000 	 -14.133333	
tubiflora	-47.050000 	 -13.766667	
tubiflora	-47.750000 	 -14.183333	
tubiflora	-47.61666	-14.15	
tubiflora	-47.5	-14.166667	
tubiflora	-47.433333	-14.083333	
tubiflora	-47.636111	-14.171389	
tubiflora	-47.516667	-14.116667	
tubiflora	-47.45	-14.133333	
tubiflora	-47.75	-14.183333	
tubiflora	-47.65562	-14.1167	
tubiflora	-47.5167	-13.9376	
tubiflora	-47.5167	-13.93593	
tubiflora	-47.70192	-14.1167	
tubiflora	-47.616667	-14.163611	
tubiflora	-47.883333 	 -14.216667	
tubiflora	-47.75	-14.18	
tubiflora	-47.45	-14.13	
tubiflora	-47.583056 	 -14.178889	
tubiflora	-47.483333 	 -13.983333	
tubiflora	-47.495833 	 -13.959167	
tubiflora	-47.836494	-14.158281	
tubiflora	-47.450000 	 -13.966667	
tubiflora	-47.468611 	 -14.160556	
tubiflora	-47.478889 	 -14.155833	
tubiflora	-47.504722 	 -14.173889	
tubiflora	-47.5047	-14.1739	
tubiflora	-47.800833 	 -14.174722	
tubiflora	-47.479639	-13.628472	
tubiflora	-47.45	-13.97	
tubiflora	-47.833333	-13.644444	
tubiflora	-47.696111 	 -13.943889	
tubiflora	-47.450556 	 -13.816389	
tubiflora	-47.883333	-14.216667	
tubiflora	-48.273889 	 -13.951944	
tubiflora	-48.066667 	 -14.133333	
tubiflora	-47.6136	-16.7686	
tubiflora	-50.1403	-15.9344	
tubiflora	-50.033333	-15.95	
tubiflora	-50.033333 	 -15.950000	
tubiflora	-50.03	-15.95	
tubiflora	-48.283333 	 -13.816667	
tubiflora	-50.183333	-16.066667	
tubiflora	-50.116667	-16.05	
tubiflora	-48.086944 	 -14.191389	
tubiflora	-47.00035	-14.0004167	
tubiflora	-50.051389 	 -16.001389	
tubiflora	-46.16826	-13.36737	
tubiflora	-46.17378	-13.37277	
tubiflora	-47.25	-13.733333	
tubiflora	-47.25	-13.73	
tubiflora	-47.442777	-7.0497222	
tubiflora	-58.4042376	-8.4627447	
tubiflora	-54.9328	-10.0575	
tubiflora	-55.440833	-9.681389	
tubiflora	-55.191944	-9.584167	
tubiflora	-55.191444 	 -9.584000	
tubiflora	-55.19144	-9.584	
tubiflora	-55.440167 	 -9.681233	
tubiflora	-55.4402777	-9.6811111	
tubiflora	-20.2164	-46.4483	
tubiflora	-46.4483	-20.2164	
tubiflora	-42.194056	-4.954056	
tubiflora	-41.700000 	 -5.200000	
tubiflora	-41.684444 	 -4.084722	
tubiflora	-47.334167 	 -21.095000	
