"spec","long","lat","bio1","bio12","bio15","bio16","bio18","bio5","bio6","bio8"
"variegata_56",-43.588711,-18.239956,107,1704,170,103,60,277,203,189
"variegata_56",-43.627794,-18.195092,108,1713,172,106,61,280,207,193
"variegata_56",-43.527406,-18.277497,107,1755,174,107,61,281,209,194
"variegata_56",-39.475556,-12.854444,159,1390,107,68,63,266,222,211
"variegata_56",-39.475833,-12.853611,159,1390,107,68,63,266,222,211
"variegata_56",-39.4758,-12.8536,159,1390,107,68,63,266,222,211
"variegata_56",-39.796111,-16.61,171,1566,139,94,67,310,254,242
"cryptantha_56",-39.533333,-12.75,175,1431,108,68,62,283,239,228
"cryptantha_56",-39.53333,-12.75,175,1431,108,68,62,283,239,228
"variegata_56",-39.475556,-12.853611,159,1390,107,68,63,266,222,211
"variegata_56",-39.2832,-12.5116,177,1516,118,75,63,295,230,235
"variegata_56",-39.466667,-12.85,159,1390,107,68,63,266,222,211
"variegata_56",-39.471944,-12.853056,159,1390,107,68,63,266,222,211
"cryptantha_56",-40.95,-20.433333,96,1717,167,106,63,263,197,182
"variegata_56",-40.98525,-18.569278,151,1526,164,111,67,315,247,234
"variegata_56",-40.985,-18.566111,151,1526,164,111,67,315,247,234
"variegata_56",-41.121111,-18.421667,129,1575,167,111,66,296,227,213
"variegata_56",-40.798611,-18.944167,146,1527,162,109,67,308,241,229
"variegata_56",-40.667778,-18.978889,157,1512,157,107,68,314,249,237
"variegata_56",-40.665556,-18.977778,159,1506,156,107,68,315,250,238
"variegata_56",-41.286139,-20.175833,97,1806,179,117,65,276,206,191
"variegata_56",-41.100556,-20.519167,77,1738,169,109,64,246,179,164
"cryptantha_56",-41.083611,-20.516111,77,1738,169,109,64,246,179,164
"variegata_56",-40.551111,-19.348333,155,1568,155,104,67,310,246,234
"variegata_56",-40.980014,-20.411644,91,1727,167,107,64,258,192,177
"variegata_56",-40.473889,-19.907944,139,1648,152,97,63,291,229,215
"variegata_56",-40.472222,-19.914167,139,1648,152,97,63,291,229,215
"variegata_56",-40.775,-19.797222,125,1665,163,107,65,288,223,209
"variegata_56",-40.7775,-19.8025,125,1665,163,107,65,288,223,209
"variegata_56",-40.981111,-19.741389,122,1706,171,112,65,293,225,211
"variegata_56",-40.824722,-19.888889,134,1689,164,107,65,298,233,219
"cryptantha_56",-41.439444,-20.868333,119,1895,180,115,63,299,229,212
"variegata_56",-41.554944,-20.945083,91,1889,182,119,65,273,203,187
"variegata_56",-41.545833,-20.940556,91,1889,182,119,65,273,203,187
"variegata_56",-40.4575,-18.77,160,1510,150,103,68,310,247,236
"variegata_56",-40.443889,-18.776944,160,1510,150,103,68,310,247,236
"variegata_56",-40.4625,-18.7669,164,1481,151,103,68,315,251,239
"variegata_56",-40.4625,-18.766944,164,1481,151,103,68,315,251,239
"variegata_56",-40.614444,-20.173056,126,1675,155,98,63,281,219,204
"variegata_56",-40.604167,-19.780556,158,1655,157,102,64,315,251,237
"variegata_56",-40.814722,-19.897778,134,1689,164,107,65,298,233,219
"variegata_56",-40.739444,-19.760833,152,1692,162,106,65,314,248,234
"variegata_56",-40.319167,-20.17,175,1662,135,81,60,310,254,240
"cryptantha_56",-40.328889,-20.191111,175,1662,135,81,60,310,254,240
"variegata_56",-41.008089,-20.436427,87,1710,169,108,63,256,189,174
"variegata_56",-42.475278,-20.700278,62,1865,181,120,66,243,177,160
"variegata_56",-44.466667,-20.733333,89,1883,182,123,67,271,206,191
"variegata_56",-42.0175,-21.9675,99,2112,170,102,60,269,206,189
"variegata_56",-58.0175,-21.9675,146,2982,197,114,57,343,281,249
"variegata_57",-45.44222222,-18.78777778,123,1636,186,131,70,309,242,231
"variegata_57",-43.552778,-18.355,105,1739,173,107,61,278,206,191
"variegata_57",-43.620417,-18.1543,109,1729,173,107,61,282,210,195
"variegata_57",-43.588711,-18.239956,107,1704,170,103,60,277,203,189
"variegata_57",-43.627794,-18.195092,108,1713,172,106,61,280,207,193
"variegata_57",-43.527406,-18.277497,107,1755,174,107,61,281,209,194
"variegata_57",-39.475556,-12.854444,159,1390,107,68,63,266,222,211
"cryptantha_57",-39.475833,-12.853611,159,1390,107,68,63,266,222,211
"variegata_57",-39.4758,-12.8536,159,1390,107,68,63,266,222,211
"variegata_57",-39.796111,-16.61,171,1566,139,94,67,310,254,242
"variegata_57",-39.533333,-12.75,175,1431,108,68,62,283,239,228
"variegata_57",-39.53333,-12.75,175,1431,108,68,62,283,239,228
"variegata_57",-39.475556,-12.853611,159,1390,107,68,63,266,222,211
"variegata_57",-39.2832,-12.5116,177,1516,118,75,63,295,230,235
"variegata_57",-39.466667,-12.85,159,1390,107,68,63,266,222,211
"variegata_57",-39.471944,-12.853056,159,1390,107,68,63,266,222,211
"variegata_57",-40.95,-20.433333,96,1717,167,106,63,263,197,182
"variegata_57",-40.98525,-18.569278,151,1526,164,111,67,315,247,234
"variegata_57",-40.985,-18.566111,151,1526,164,111,67,315,247,234
"variegata_57",-41.121111,-18.421667,129,1575,167,111,66,296,227,213
"variegata_57",-40.798611,-18.944167,146,1527,162,109,67,308,241,229
"variegata_57",-40.667778,-18.978889,157,1512,157,107,68,314,249,237
"variegata_57",-40.665556,-18.977778,159,1506,156,107,68,315,250,238
"variegata_57",-41.286139,-20.175833,97,1806,179,117,65,276,206,191
"variegata_57",-41.100556,-20.519167,77,1738,169,109,64,246,179,164
"cryptantha_57",-41.083611,-20.516111,77,1738,169,109,64,246,179,164
"cryptantha_57",-40.551111,-19.348333,155,1568,155,104,67,310,246,234
"variegata_57",-40.980014,-20.411644,91,1727,167,107,64,258,192,177
"variegata_57",-40.473889,-19.907944,139,1648,152,97,63,291,229,215
"variegata_57",-40.472222,-19.914167,139,1648,152,97,63,291,229,215
"variegata_57",-40.775,-19.797222,125,1665,163,107,65,288,223,209
"variegata_57",-40.7775,-19.8025,125,1665,163,107,65,288,223,209
"variegata_57",-40.981111,-19.741389,122,1706,171,112,65,293,225,211
"variegata_57",-40.824722,-19.888889,134,1689,164,107,65,298,233,219
"variegata_57",-41.439444,-20.868333,119,1895,180,115,63,299,229,212
"variegata_57",-41.554944,-20.945083,91,1889,182,119,65,273,203,187
"variegata_57",-41.545833,-20.940556,91,1889,182,119,65,273,203,187
"variegata_57",-40.4575,-18.77,160,1510,150,103,68,310,247,236
"cryptantha_57",-40.443889,-18.776944,160,1510,150,103,68,310,247,236
"variegata_57",-40.4625,-18.7669,164,1481,151,103,68,315,251,239
"cryptantha_57",-40.4625,-18.766944,164,1481,151,103,68,315,251,239
"variegata_57",-40.614444,-20.173056,126,1675,155,98,63,281,219,204
"variegata_57",-40.604167,-19.780556,158,1655,157,102,64,315,251,237
"variegata_57",-40.814722,-19.897778,134,1689,164,107,65,298,233,219
"variegata_57",-40.739444,-19.760833,152,1692,162,106,65,314,248,234
"variegata_57",-40.319167,-20.17,175,1662,135,81,60,310,254,240
"variegata_57",-40.328889,-20.191111,175,1662,135,81,60,310,254,240
"variegata_57",-41.008089,-20.436427,87,1710,169,108,63,256,189,174
"variegata_57",-42.475278,-20.700278,62,1865,181,120,66,243,177,160
"variegata_57",-44.466667,-20.733333,89,1883,182,123,67,271,206,191
"variegata_57",-42.0175,-21.9675,99,2112,170,102,60,269,206,189
"cryptantha_57",-58.0175,-21.9675,146,2982,197,114,57,343,281,249
"cryptantha_58",-45.44222222,-18.78777778,123,1636,186,131,70,309,242,231
"variegata_58",-43.552778,-18.355,105,1739,173,107,61,278,206,191
"variegata_58",-43.620417,-18.1543,109,1729,173,107,61,282,210,195
"variegata_58",-43.588711,-18.239956,107,1704,170,103,60,277,203,189
"variegata_58",-43.627794,-18.195092,108,1713,172,106,61,280,207,193
"variegata_58",-43.527406,-18.277497,107,1755,174,107,61,281,209,194
"cryptantha_58",-39.475556,-12.854444,159,1390,107,68,63,266,222,211
"variegata_58",-39.475833,-12.853611,159,1390,107,68,63,266,222,211
"variegata_58",-39.4758,-12.8536,159,1390,107,68,63,266,222,211
"variegata_58",-39.796111,-16.61,171,1566,139,94,67,310,254,242
"variegata_58",-39.533333,-12.75,175,1431,108,68,62,283,239,228
"variegata_58",-39.53333,-12.75,175,1431,108,68,62,283,239,228
"variegata_58",-39.475556,-12.853611,159,1390,107,68,63,266,222,211
"variegata_58",-39.2832,-12.5116,177,1516,118,75,63,295,230,235
"variegata_58",-39.466667,-12.85,159,1390,107,68,63,266,222,211
"variegata_58",-39.471944,-12.853056,159,1390,107,68,63,266,222,211
"variegata_58",-40.95,-20.433333,96,1717,167,106,63,263,197,182
"cryptantha_58",-40.98525,-18.569278,151,1526,164,111,67,315,247,234
"variegata_58",-40.985,-18.566111,151,1526,164,111,67,315,247,234
"variegata_58",-41.121111,-18.421667,129,1575,167,111,66,296,227,213
"variegata_58",-40.798611,-18.944167,146,1527,162,109,67,308,241,229
"variegata_58",-40.667778,-18.978889,157,1512,157,107,68,314,249,237
"cryptantha_58",-40.665556,-18.977778,159,1506,156,107,68,315,250,238
"variegata_58",-41.286139,-20.175833,97,1806,179,117,65,276,206,191
"cryptantha_58",-41.100556,-20.519167,77,1738,169,109,64,246,179,164
"variegata_58",-41.083611,-20.516111,77,1738,169,109,64,246,179,164
"variegata_58",-40.551111,-19.348333,155,1568,155,104,67,310,246,234
"variegata_58",-40.980014,-20.411644,91,1727,167,107,64,258,192,177
"variegata_58",-40.473889,-19.907944,139,1648,152,97,63,291,229,215
"variegata_58",-40.472222,-19.914167,139,1648,152,97,63,291,229,215
"variegata_58",-40.775,-19.797222,125,1665,163,107,65,288,223,209
"variegata_58",-40.7775,-19.8025,125,1665,163,107,65,288,223,209
"variegata_58",-40.981111,-19.741389,122,1706,171,112,65,293,225,211
"variegata_58",-40.824722,-19.888889,134,1689,164,107,65,298,233,219
"variegata_58",-41.439444,-20.868333,119,1895,180,115,63,299,229,212
"variegata_58",-41.554944,-20.945083,91,1889,182,119,65,273,203,187
"variegata_58",-41.545833,-20.940556,91,1889,182,119,65,273,203,187
"variegata_58",-40.4575,-18.77,160,1510,150,103,68,310,247,236
"variegata_58",-40.443889,-18.776944,160,1510,150,103,68,310,247,236
"variegata_58",-40.4625,-18.7669,164,1481,151,103,68,315,251,239
"variegata_58",-40.4625,-18.766944,164,1481,151,103,68,315,251,239
"variegata_58",-40.614444,-20.173056,126,1675,155,98,63,281,219,204
"variegata_58",-40.604167,-19.780556,158,1655,157,102,64,315,251,237
"variegata_58",-40.814722,-19.897778,134,1689,164,107,65,298,233,219
"variegata_58",-40.739444,-19.760833,152,1692,162,106,65,314,248,234
"variegata_58",-40.319167,-20.17,175,1662,135,81,60,310,254,240
"cryptantha_58",-40.328889,-20.191111,175,1662,135,81,60,310,254,240
"variegata_58",-41.008089,-20.436427,87,1710,169,108,63,256,189,174
"variegata_58",-42.475278,-20.700278,62,1865,181,120,66,243,177,160
"variegata_58",-44.466667,-20.733333,89,1883,182,123,67,271,206,191
"variegata_58",-42.0175,-21.9675,99,2112,170,102,60,269,206,189
"variegata_58",-58.0175,-21.9675,146,2982,197,114,57,343,281,249
"variegata_59",-45.44222222,-18.78777778,123,1636,186,131,70,309,242,231
"variegata_59",-43.552778,-18.355,105,1739,173,107,61,278,206,191
"variegata_59",-43.620417,-18.1543,109,1729,173,107,61,282,210,195
"variegata_59",-43.588711,-18.239956,107,1704,170,103,60,277,203,189
"variegata_59",-43.627794,-18.195092,108,1713,172,106,61,280,207,193
"variegata_59",-43.527406,-18.277497,107,1755,174,107,61,281,209,194
"variegata_59",-39.475556,-12.854444,159,1390,107,68,63,266,222,211
"variegata_59",-39.475833,-12.853611,159,1390,107,68,63,266,222,211
"variegata_59",-39.4758,-12.8536,159,1390,107,68,63,266,222,211
"variegata_59",-39.796111,-16.61,171,1566,139,94,67,310,254,242
"variegata_59",-39.533333,-12.75,175,1431,108,68,62,283,239,228
"cryptantha_59",-39.53333,-12.75,175,1431,108,68,62,283,239,228
"variegata_59",-39.475556,-12.853611,159,1390,107,68,63,266,222,211
"variegata_59",-39.2832,-12.5116,177,1516,118,75,63,295,230,235
"variegata_59",-39.466667,-12.85,159,1390,107,68,63,266,222,211
"variegata_59",-39.471944,-12.853056,159,1390,107,68,63,266,222,211
"variegata_59",-40.95,-20.433333,96,1717,167,106,63,263,197,182
"variegata_59",-40.98525,-18.569278,151,1526,164,111,67,315,247,234
"variegata_59",-40.985,-18.566111,151,1526,164,111,67,315,247,234
"variegata_59",-41.121111,-18.421667,129,1575,167,111,66,296,227,213
"variegata_59",-40.798611,-18.944167,146,1527,162,109,67,308,241,229
"variegata_59",-40.667778,-18.978889,157,1512,157,107,68,314,249,237
"variegata_59",-40.665556,-18.977778,159,1506,156,107,68,315,250,238
"variegata_59",-41.286139,-20.175833,97,1806,179,117,65,276,206,191
"variegata_59",-41.100556,-20.519167,77,1738,169,109,64,246,179,164
"variegata_59",-41.083611,-20.516111,77,1738,169,109,64,246,179,164
"variegata_59",-40.551111,-19.348333,155,1568,155,104,67,310,246,234
"variegata_59",-40.980014,-20.411644,91,1727,167,107,64,258,192,177
"variegata_59",-40.473889,-19.907944,139,1648,152,97,63,291,229,215
"variegata_59",-40.472222,-19.914167,139,1648,152,97,63,291,229,215
"variegata_59",-40.775,-19.797222,125,1665,163,107,65,288,223,209
"variegata_59",-40.7775,-19.8025,125,1665,163,107,65,288,223,209
"variegata_59",-40.981111,-19.741389,122,1706,171,112,65,293,225,211
"variegata_59",-40.824722,-19.888889,134,1689,164,107,65,298,233,219
"cryptantha_59",-41.439444,-20.868333,119,1895,180,115,63,299,229,212
"variegata_59",-41.554944,-20.945083,91,1889,182,119,65,273,203,187
"variegata_59",-41.545833,-20.940556,91,1889,182,119,65,273,203,187
"variegata_59",-40.4575,-18.77,160,1510,150,103,68,310,247,236
"variegata_59",-40.443889,-18.776944,160,1510,150,103,68,310,247,236
"variegata_59",-40.4625,-18.7669,164,1481,151,103,68,315,251,239
"variegata_59",-40.4625,-18.766944,164,1481,151,103,68,315,251,239
"variegata_59",-40.614444,-20.173056,126,1675,155,98,63,281,219,204
"cryptantha_59",-40.604167,-19.780556,158,1655,157,102,64,315,251,237
"cryptantha_59",-40.814722,-19.897778,134,1689,164,107,65,298,233,219
"variegata_59",-40.739444,-19.760833,152,1692,162,106,65,314,248,234
"cryptantha_59",-40.319167,-20.17,175,1662,135,81,60,310,254,240
"variegata_59",-40.328889,-20.191111,175,1662,135,81,60,310,254,240
"variegata_59",-41.008089,-20.436427,87,1710,169,108,63,256,189,174
"variegata_59",-42.475278,-20.700278,62,1865,181,120,66,243,177,160
"variegata_59",-44.466667,-20.733333,89,1883,182,123,67,271,206,191
"variegata_59",-42.0175,-21.9675,99,2112,170,102,60,269,206,189
"cryptantha_59",-58.0175,-21.9675,146,2982,197,114,57,343,281,249
"cryptantha_60",-45.44222222,-18.78777778,123,1636,186,131,70,309,242,231
"variegata_60",-43.552778,-18.355,105,1739,173,107,61,278,206,191
"variegata_60",-43.620417,-18.1543,109,1729,173,107,61,282,210,195
"variegata_60",-43.588711,-18.239956,107,1704,170,103,60,277,203,189
"cryptantha_60",-43.627794,-18.195092,108,1713,172,106,61,280,207,193
"variegata_60",-43.527406,-18.277497,107,1755,174,107,61,281,209,194
"variegata_60",-39.475556,-12.854444,159,1390,107,68,63,266,222,211
"variegata_60",-39.475833,-12.853611,159,1390,107,68,63,266,222,211
"variegata_60",-39.4758,-12.8536,159,1390,107,68,63,266,222,211
"variegata_60",-39.796111,-16.61,171,1566,139,94,67,310,254,242
"variegata_60",-39.533333,-12.75,175,1431,108,68,62,283,239,228
"variegata_60",-39.53333,-12.75,175,1431,108,68,62,283,239,228
"variegata_60",-39.475556,-12.853611,159,1390,107,68,63,266,222,211
"variegata_60",-39.2832,-12.5116,177,1516,118,75,63,295,230,235
"variegata_60",-39.466667,-12.85,159,1390,107,68,63,266,222,211
"variegata_60",-39.471944,-12.853056,159,1390,107,68,63,266,222,211
"variegata_60",-40.95,-20.433333,96,1717,167,106,63,263,197,182
"variegata_60",-40.98525,-18.569278,151,1526,164,111,67,315,247,234
"variegata_60",-40.985,-18.566111,151,1526,164,111,67,315,247,234
"variegata_60",-41.121111,-18.421667,129,1575,167,111,66,296,227,213
"variegata_60",-40.798611,-18.944167,146,1527,162,109,67,308,241,229
"variegata_60",-40.667778,-18.978889,157,1512,157,107,68,314,249,237
"variegata_60",-40.665556,-18.977778,159,1506,156,107,68,315,250,238
"variegata_60",-41.286139,-20.175833,97,1806,179,117,65,276,206,191
"variegata_60",-41.100556,-20.519167,77,1738,169,109,64,246,179,164
"variegata_60",-41.083611,-20.516111,77,1738,169,109,64,246,179,164
"variegata_60",-40.551111,-19.348333,155,1568,155,104,67,310,246,234
"variegata_60",-40.980014,-20.411644,91,1727,167,107,64,258,192,177
"variegata_60",-40.473889,-19.907944,139,1648,152,97,63,291,229,215
"variegata_60",-40.472222,-19.914167,139,1648,152,97,63,291,229,215
"variegata_60",-40.775,-19.797222,125,1665,163,107,65,288,223,209
"variegata_60",-40.7775,-19.8025,125,1665,163,107,65,288,223,209
"cryptantha_60",-40.981111,-19.741389,122,1706,171,112,65,293,225,211
"variegata_60",-40.824722,-19.888889,134,1689,164,107,65,298,233,219
"variegata_60",-41.439444,-20.868333,119,1895,180,115,63,299,229,212
"cryptantha_60",-41.554944,-20.945083,91,1889,182,119,65,273,203,187
"variegata_60",-41.545833,-20.940556,91,1889,182,119,65,273,203,187
"variegata_60",-40.4575,-18.77,160,1510,150,103,68,310,247,236
"variegata_60",-40.443889,-18.776944,160,1510,150,103,68,310,247,236
"variegata_60",-40.4625,-18.7669,164,1481,151,103,68,315,251,239
"cryptantha_60",-40.4625,-18.766944,164,1481,151,103,68,315,251,239
"variegata_60",-40.614444,-20.173056,126,1675,155,98,63,281,219,204
"variegata_60",-40.604167,-19.780556,158,1655,157,102,64,315,251,237
"variegata_60",-40.814722,-19.897778,134,1689,164,107,65,298,233,219
"variegata_60",-40.739444,-19.760833,152,1692,162,106,65,314,248,234
"variegata_60",-40.319167,-20.17,175,1662,135,81,60,310,254,240
"variegata_60",-40.328889,-20.191111,175,1662,135,81,60,310,254,240
"variegata_60",-41.008089,-20.436427,87,1710,169,108,63,256,189,174
"variegata_60",-42.475278,-20.700278,62,1865,181,120,66,243,177,160
"variegata_60",-44.466667,-20.733333,89,1883,182,123,67,271,206,191
"cryptantha_60",-42.0175,-21.9675,99,2112,170,102,60,269,206,189
"variegata_60",-58.0175,-21.9675,146,2982,197,114,57,343,281,249
"variegata_61",-45.44222222,-18.78777778,123,1636,186,131,70,309,242,231
"variegata_61",-43.552778,-18.355,105,1739,173,107,61,278,206,191
"variegata_61",-43.620417,-18.1543,109,1729,173,107,61,282,210,195
"variegata_61",-43.588711,-18.239956,107,1704,170,103,60,277,203,189
"variegata_61",-43.627794,-18.195092,108,1713,172,106,61,280,207,193
"variegata_61",-43.527406,-18.277497,107,1755,174,107,61,281,209,194
"variegata_61",-39.475556,-12.854444,159,1390,107,68,63,266,222,211
"variegata_61",-39.475833,-12.853611,159,1390,107,68,63,266,222,211
"variegata_61",-39.4758,-12.8536,159,1390,107,68,63,266,222,211
"variegata_61",-39.796111,-16.61,171,1566,139,94,67,310,254,242
"variegata_61",-39.533333,-12.75,175,1431,108,68,62,283,239,228
"variegata_61",-39.53333,-12.75,175,1431,108,68,62,283,239,228
"variegata_61",-39.475556,-12.853611,159,1390,107,68,63,266,222,211
"variegata_61",-39.2832,-12.5116,177,1516,118,75,63,295,230,235
"variegata_61",-39.466667,-12.85,159,1390,107,68,63,266,222,211
"variegata_61",-39.471944,-12.853056,159,1390,107,68,63,266,222,211
"variegata_61",-40.95,-20.433333,96,1717,167,106,63,263,197,182
"variegata_61",-40.98525,-18.569278,151,1526,164,111,67,315,247,234
"variegata_61",-40.985,-18.566111,151,1526,164,111,67,315,247,234
"variegata_61",-41.121111,-18.421667,129,1575,167,111,66,296,227,213
"variegata_61",-40.798611,-18.944167,146,1527,162,109,67,308,241,229
"cryptantha_61",-40.667778,-18.978889,157,1512,157,107,68,314,249,237
"cryptantha_61",-40.665556,-18.977778,159,1506,156,107,68,315,250,238
"variegata_61",-41.286139,-20.175833,97,1806,179,117,65,276,206,191
"variegata_61",-41.100556,-20.519167,77,1738,169,109,64,246,179,164
"variegata_61",-41.083611,-20.516111,77,1738,169,109,64,246,179,164
"cryptantha_61",-40.551111,-19.348333,155,1568,155,104,67,310,246,234
"variegata_61",-40.980014,-20.411644,91,1727,167,107,64,258,192,177
"variegata_61",-40.473889,-19.907944,139,1648,152,97,63,291,229,215
"variegata_61",-40.472222,-19.914167,139,1648,152,97,63,291,229,215
"variegata_61",-40.775,-19.797222,125,1665,163,107,65,288,223,209
"cryptantha_61",-40.7775,-19.8025,125,1665,163,107,65,288,223,209
"variegata_61",-40.981111,-19.741389,122,1706,171,112,65,293,225,211
"variegata_61",-40.824722,-19.888889,134,1689,164,107,65,298,233,219
"variegata_61",-41.439444,-20.868333,119,1895,180,115,63,299,229,212
"variegata_61",-41.554944,-20.945083,91,1889,182,119,65,273,203,187
"variegata_61",-41.545833,-20.940556,91,1889,182,119,65,273,203,187
"variegata_61",-40.4575,-18.77,160,1510,150,103,68,310,247,236
"variegata_61",-40.443889,-18.776944,160,1510,150,103,68,310,247,236
"variegata_61",-40.4625,-18.7669,164,1481,151,103,68,315,251,239
"variegata_61",-40.4625,-18.766944,164,1481,151,103,68,315,251,239
"variegata_61",-40.614444,-20.173056,126,1675,155,98,63,281,219,204
"cryptantha_61",-40.604167,-19.780556,158,1655,157,102,64,315,251,237
"variegata_61",-40.814722,-19.897778,134,1689,164,107,65,298,233,219
"variegata_61",-40.739444,-19.760833,152,1692,162,106,65,314,248,234
"cryptantha_61",-40.319167,-20.17,175,1662,135,81,60,310,254,240
"variegata_61",-40.328889,-20.191111,175,1662,135,81,60,310,254,240
"variegata_61",-41.008089,-20.436427,87,1710,169,108,63,256,189,174
"variegata_61",-42.475278,-20.700278,62,1865,181,120,66,243,177,160
"variegata_61",-44.466667,-20.733333,89,1883,182,123,67,271,206,191
"variegata_61",-42.0175,-21.9675,99,2112,170,102,60,269,206,189
"variegata_61",-58.0175,-21.9675,146,2982,197,114,57,343,281,249
"variegata_62",-45.44222222,-18.78777778,123,1636,186,131,70,309,242,231
"variegata_62",-43.552778,-18.355,105,1739,173,107,61,278,206,191
"variegata_62",-43.620417,-18.1543,109,1729,173,107,61,282,210,195
"variegata_62",-43.588711,-18.239956,107,1704,170,103,60,277,203,189
"variegata_62",-43.627794,-18.195092,108,1713,172,106,61,280,207,193
"variegata_62",-43.527406,-18.277497,107,1755,174,107,61,281,209,194
"variegata_62",-39.475556,-12.854444,159,1390,107,68,63,266,222,211
"variegata_62",-39.475833,-12.853611,159,1390,107,68,63,266,222,211
"variegata_62",-39.4758,-12.8536,159,1390,107,68,63,266,222,211
"cryptantha_62",-39.796111,-16.61,171,1566,139,94,67,310,254,242
"variegata_62",-39.533333,-12.75,175,1431,108,68,62,283,239,228
"variegata_62",-39.53333,-12.75,175,1431,108,68,62,283,239,228
"variegata_62",-39.475556,-12.853611,159,1390,107,68,63,266,222,211
"variegata_62",-39.2832,-12.5116,177,1516,118,75,63,295,230,235
"variegata_62",-39.466667,-12.85,159,1390,107,68,63,266,222,211
"variegata_62",-39.471944,-12.853056,159,1390,107,68,63,266,222,211
"variegata_62",-40.95,-20.433333,96,1717,167,106,63,263,197,182
"variegata_62",-40.98525,-18.569278,151,1526,164,111,67,315,247,234
"cryptantha_62",-40.985,-18.566111,151,1526,164,111,67,315,247,234
"variegata_62",-41.121111,-18.421667,129,1575,167,111,66,296,227,213
"variegata_62",-40.798611,-18.944167,146,1527,162,109,67,308,241,229
"variegata_62",-40.667778,-18.978889,157,1512,157,107,68,314,249,237
"variegata_62",-40.665556,-18.977778,159,1506,156,107,68,315,250,238
"variegata_62",-41.286139,-20.175833,97,1806,179,117,65,276,206,191
"variegata_62",-41.100556,-20.519167,77,1738,169,109,64,246,179,164
"variegata_62",-41.083611,-20.516111,77,1738,169,109,64,246,179,164
"variegata_62",-40.551111,-19.348333,155,1568,155,104,67,310,246,234
"variegata_62",-40.980014,-20.411644,91,1727,167,107,64,258,192,177
"variegata_62",-40.473889,-19.907944,139,1648,152,97,63,291,229,215
"variegata_62",-40.472222,-19.914167,139,1648,152,97,63,291,229,215
"variegata_62",-40.775,-19.797222,125,1665,163,107,65,288,223,209
"variegata_62",-40.7775,-19.8025,125,1665,163,107,65,288,223,209
"variegata_62",-40.981111,-19.741389,122,1706,171,112,65,293,225,211
"variegata_62",-40.824722,-19.888889,134,1689,164,107,65,298,233,219
"variegata_62",-41.439444,-20.868333,119,1895,180,115,63,299,229,212
"variegata_62",-41.554944,-20.945083,91,1889,182,119,65,273,203,187
"variegata_62",-41.545833,-20.940556,91,1889,182,119,65,273,203,187
"variegata_62",-40.4575,-18.77,160,1510,150,103,68,310,247,236
"variegata_62",-40.443889,-18.776944,160,1510,150,103,68,310,247,236
"cryptantha_62",-40.4625,-18.7669,164,1481,151,103,68,315,251,239
"variegata_62",-40.4625,-18.766944,164,1481,151,103,68,315,251,239
"cryptantha_62",-40.614444,-20.173056,126,1675,155,98,63,281,219,204
"variegata_62",-40.604167,-19.780556,158,1655,157,102,64,315,251,237
"variegata_62",-40.814722,-19.897778,134,1689,164,107,65,298,233,219
"variegata_62",-40.739444,-19.760833,152,1692,162,106,65,314,248,234
"variegata_62",-40.319167,-20.17,175,1662,135,81,60,310,254,240
"cryptantha_62",-40.328889,-20.191111,175,1662,135,81,60,310,254,240
"variegata_62",-41.008089,-20.436427,87,1710,169,108,63,256,189,174
"variegata_62",-42.475278,-20.700278,62,1865,181,120,66,243,177,160
"cryptantha_62",-44.466667,-20.733333,89,1883,182,123,67,271,206,191
"variegata_62",-42.0175,-21.9675,99,2112,170,102,60,269,206,189
"variegata_62",-58.0175,-21.9675,146,2982,197,114,57,343,281,249
"variegata_63",-45.44222222,-18.78777778,123,1636,186,131,70,309,242,231
"variegata_63",-43.552778,-18.355,105,1739,173,107,61,278,206,191
"variegata_63",-43.620417,-18.1543,109,1729,173,107,61,282,210,195
"variegata_63",-43.588711,-18.239956,107,1704,170,103,60,277,203,189
"variegata_63",-43.627794,-18.195092,108,1713,172,106,61,280,207,193
"variegata_63",-43.527406,-18.277497,107,1755,174,107,61,281,209,194
"variegata_63",-39.475556,-12.854444,159,1390,107,68,63,266,222,211
"variegata_63",-39.475833,-12.853611,159,1390,107,68,63,266,222,211
"variegata_63",-39.4758,-12.8536,159,1390,107,68,63,266,222,211
"variegata_63",-39.796111,-16.61,171,1566,139,94,67,310,254,242
"variegata_63",-39.533333,-12.75,175,1431,108,68,62,283,239,228
"cryptantha_63",-39.53333,-12.75,175,1431,108,68,62,283,239,228
"variegata_63",-39.475556,-12.853611,159,1390,107,68,63,266,222,211
"variegata_63",-39.2832,-12.5116,177,1516,118,75,63,295,230,235
"variegata_63",-39.466667,-12.85,159,1390,107,68,63,266,222,211
"variegata_63",-39.471944,-12.853056,159,1390,107,68,63,266,222,211
"variegata_63",-40.95,-20.433333,96,1717,167,106,63,263,197,182
"variegata_63",-40.98525,-18.569278,151,1526,164,111,67,315,247,234
"variegata_63",-40.985,-18.566111,151,1526,164,111,67,315,247,234
"variegata_63",-41.121111,-18.421667,129,1575,167,111,66,296,227,213
"cryptantha_63",-40.798611,-18.944167,146,1527,162,109,67,308,241,229
"cryptantha_63",-40.667778,-18.978889,157,1512,157,107,68,314,249,237
"variegata_63",-40.665556,-18.977778,159,1506,156,107,68,315,250,238
"variegata_63",-41.286139,-20.175833,97,1806,179,117,65,276,206,191
"cryptantha_63",-41.100556,-20.519167,77,1738,169,109,64,246,179,164
